#t 	Susceptible 	Infected 	Recovered
0 	0	0	1313271
0.01	0	0	1313271
0.02	0	0	1313271
0.03	0	0	1313271
0.04	0	0	1313271
0.05	0	0	1313271
0.06	0	0	1313271
0.07	0	0	1313271
0.08	0	0	1313271
0.09	0	0	1313271
0.1	0	0	1313271
0.11	0	0	1313271
0.12	0	0	1313271
0.13	0	0	1313271
0.14	0	0	1313271
0.15	0	0	1313271
0.16	0	0	1313271
0.17	0	0	1313271
0.18	0	0	1313271
0.19	0	0	1313271
0.2	0	0	1313271
0.21	0	0	1313271
0.22	0	0	1313271
0.23	0	0	1313271
0.24	0	0	1313271
0.25	0	0	1313271
0.26	0	0	1313271
0.27	0	0	1313271
0.28	0	0	1313271
0.29	0	0	1313271
0.3	0	0	1313271
0.31	0	0	1313271
0.32	0	0	1313271
0.33	0	0	1313271
0.34	0	0	1313271
0.35000000000000003	0	0	1313271
0.36	0	0	1313271
0.37	0	0	1313271
0.38	0	0	1313271
0.39	0	0	1313271
0.4	0	0	1313271
0.41000000000000003	0	0	1313271
0.42	0	0	1313271
0.43	0	0	1313271
0.44	0	0	1313271
0.45	0	0	1313271
0.46	0	0	1313271
0.47000000000000003	0	0	1313271
0.48	0	0	1313271
0.49	0	0	1313271
0.5	0	0	1313271
0.51	0	0	1313271
0.52	0	0	1313271
0.53	0	0	1313271
0.54	0	0	1313271
0.55	0	0	1313271
0.56	0	0	1313271
0.5700000000000001	0	0	1313271
0.58	0	0	1313271
0.59	0	0	1313271
0.6	0	0	1313271
0.61	0	0	1313271
0.62	0	0	1313271
0.63	0	0	1313271
0.64	0	0	1313271
0.65	0	0	1313271
0.66	0	0	1313271
0.67	0	0	1313271
0.68	0	0	1313271
0.6900000000000001	0	0	1313271
0.7000000000000001	0	0	1313271
0.71	0	0	1313271
0.72	0	0	1313271
0.73	0	0	1313271
0.74	0	0	1313271
0.75	0	0	1313271
0.76	0	0	1313271
0.77	0	0	1313271
0.78	0	0	1313271
0.79	0	0	1313271
0.8	0	0	1313271
0.81	0	0	1313271
0.8200000000000001	0	0	1313271
0.8300000000000001	0	0	1313271
0.84	0	0	1313271
0.85	0	0	1313271
0.86	0	0	1313271
0.87	0	0	1313271
0.88	0	0	1313271
0.89	0	0	1313271
0.9	0	0	1313271
0.91	0	0	1313271
0.92	0	0	1313271
0.93	0	0	1313271
0.9400000000000001	0	0	1313271
0.9500000000000001	0	0	1313271
0.96	0	0	1313271
0.97	0	0	1313271
0.98	0	0	1313271
0.99	0	0	1313271
1.0	0	0	1313271
1.01	0	0	1313271
1.02	0	0	1313271
1.03	0	0	1313271
1.04	0	0	1313271
1.05	0	0	1313271
1.06	0	0	1313271
1.07	0	0	1313271
1.08	0	0	1313271
1.09	0	0	1313271
1.1	0	0	1313271
1.11	0	0	1313271
1.12	0	0	1313271
1.1300000000000001	0	0	1313271
1.1400000000000001	0	0	1313271
1.1500000000000001	0	0	1313271
1.16	0	0	1313271
1.17	0	0	1313271
1.18	0	0	1313271
1.19	0	0	1313271
1.2	0	0	1313271
1.21	0	0	1313271
1.22	0	0	1313271
1.23	0	0	1313271
1.24	0	0	1313271
1.25	0	0	1313271
1.26	0	0	1313271
1.27	0	0	1313271
1.28	0	0	1313271
1.29	0	0	1313271
1.3	0	0	1313271
1.31	0	0	1313271
1.32	0	0	1313271
1.33	0	0	1313271
1.34	0	0	1313271
1.35	0	0	1313271
1.36	0	0	1313271
1.37	0	0	1313271
